Greenhouse Id, Greenhouse Name, Sensor Name, Device Id, Sensor Id, Sensor Type, Value, Timestamp (UTC), Japan Timestamp (JST)
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.231838,2018-01-13 12:40:50,2018-01-13 21:40:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.220993,2018-01-13 12:50:50,2018-01-13 21:50:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.214102,2018-01-13 13:00:50,2018-01-13 22:00:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.197294,2018-01-13 13:10:50,2018-01-13 22:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.163299,2018-01-13 13:20:50,2018-01-13 22:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,13.077714,2018-01-13 13:30:50,2018-01-13 22:30:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.969472,2018-01-13 13:40:50,2018-01-13 22:40:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.977434,2018-01-13 13:50:50,2018-01-13 22:50:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.957294,2018-01-13 14:00:50,2018-01-13 23:00:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.939288,2018-01-13 14:10:50,2018-01-13 23:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.927011,2018-01-13 14:20:50,2018-01-13 23:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.898836,2018-01-13 14:30:50,2018-01-13 23:30:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.84015,2018-01-13 14:40:50,2018-01-13 23:40:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.819887,2018-01-13 14:50:50,2018-01-13 23:50:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.869277,2018-01-13 15:00:50,2018-01-14 00:00:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.895713,2018-01-13 15:10:50,2018-01-14 00:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.805029,2018-01-13 15:20:50,2018-01-14 00:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.614754,2018-01-13 15:30:50,2018-01-14 00:30:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.3565855,2018-01-13 15:40:49,2018-01-14 00:40:49
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.221325,2018-01-13 15:50:50,2018-01-14 00:50:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,12.079862,2018-01-13 16:00:50,2018-01-14 01:00:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.945598,2018-01-13 16:10:50,2018-01-14 01:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.849127,2018-01-13 16:20:50,2018-01-14 01:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.759821,2018-01-13 16:30:49,2018-01-14 01:30:49
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.70352,2018-01-13 16:40:50,2018-01-14 01:40:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.619238,2018-01-13 16:50:50,2018-01-14 01:50:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.563476,2018-01-13 17:00:50,2018-01-14 02:00:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.509974,2018-01-13 17:10:50,2018-01-14 02:10:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.45461,2018-01-13 17:20:50,2018-01-14 02:20:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.354964,2018-01-13 17:30:50,2018-01-14 02:30:50
8a7e80865ecb9a3b015f6ba914680079,Sample,センサー１,TH1020039,630645,HD,11.258825,2018-01-13 17:40:49,2018-01-14 02:40:49
